Country,StockCode,Description,Amount,Rank
France,23318,BOX OF 6 MINI VINTAGE CRACKERS,253.98000000000002,166.0
United Kingdom,85230E,STRAWBRY SCENTED VOTIVE CANDLE,253.53000000000003,2611.0
United Kingdom,21442,GREEN BIRDHOUSE DECORATION,253.22999999999993,2612.0
Norway,85152,HAND OVER THE CHOCOLATE   SIGN ,253.20000000000005,19.0
Germany,23154,SET OF 4 JAM JAR MAGNETS,253.20000000000002,212.0
United Kingdom,48173c,DOORMAT BLACK FLOCK ,252.95,2613.0
Spain,21137,BLACK RECORD COVER FRAME,252.72,30.0
Germany,22963,JAM JAR WITH GREEN LID,252.71999999999994,213.0
Netherlands,20677,PINK POLKADOT BOWL,252.64000000000001,290.0
United Kingdom,17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",252.45000000000005,2614.0
Italy,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,252.45000000000002,2.0
France,23293,SET OF 12 FAIRY CAKE BAKING CASES,252.31999999999994,167.0
Norway,23169,CLASSIC GLASS COOKIE JAR,252.3,20.0
United Kingdom,90143,SILVER BRACELET W PASTEL FLOWER,252.18000000000004,2615.0
United Kingdom,22052,VINTAGE CARAVAN GIFT WRAP,252.0,2616.0
Netherlands,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,252.0,291.0
Australia,22147,FELTCRAFT BUTTERFLY HEARTS,251.45,164.0
EIRE,22180,RETROSPOT LAMP,251.25,243.0
EIRE,35923,CANDY HEART HANGING DECORATION,250.92000000000002,244.0
Channel Islands,21843,RED RETROSPOT CAKE STAND,250.79999999999998,10.0
Spain,22553,PLASTERS IN TIN SKULLS,250.79999999999995,31.0
France,22331,WOODLAND PARTY BAG + STICKER SET,250.79999999999995,168.0
EIRE,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,250.79999999999993,245.0
United Kingdom,20699,MOUSEY LONG LEGS SOFT TOY,250.73000000000005,2617.0
Germany,20713,JUMBO BAG OWLS,250.64000000000004,214.0
Channel Islands,22960,JAM MAKING SET WITH JARS,250.5,11.0
France,21533,RETROSPOT LARGE MILK JUG,250.49999999999997,169.0
EIRE,23169,CLASSIC GLASS COOKIE JAR,250.10000000000002,246.0
United Kingdom,79337,BLUE FLOCK GLASS CANDLEHOLDER,250.06,2618.0
Cyprus,22656,VINTAGE BLUE KITCHEN CABINET,250.0,6.5
Singapore,22655,VINTAGE RED KITCHEN CABINET,250.0,3.0
Finland,23077,DOUGHNUT LIP GLOSS ,250.0,7.0
EIRE,23205,CHARLOTTE BAG VINTAGE ALPHABET ,250.0,247.0
Spain,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,250.0,32.0
Cyprus,22655,VINTAGE RED KITCHEN CABINET,250.0,6.5
Sweden,23157,SET OF 6 NATIVITY MAGNETS ,249.60000000000002,48.0
Sweden,23154,SET OF 4 JAM JAR MAGNETS,249.60000000000002,48.0
Sweden,23159,SET OF 5 PANCAKE DAY MAGNETS,249.60000000000002,48.0
Iceland,23076,ICE CREAM SUNDAE LIP GLOSS,249.60000000000002,2.0
Netherlands,23078,ICE CREAM PEN LIP GLOSS ,249.60000000000002,292.0
Germany,22366,DOORMAT AIRMAIL ,249.60000000000002,215.0
United Kingdom,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,249.48999999999975,2619.0
United Kingdom,20771,CHRYSANTHEMUM  JOURNAL,249.2800000000001,2620.0
United Kingdom,22257,FELT FARM ANIMAL SHEEP,249.17000000000002,2621.0
Germany,23238,SET OF 4 KNICK KNACK TINS LONDON ,249.00000000000003,216.0
United Kingdom,71270,PHOTO CLIP LINE,248.73,2622.0
United Kingdom,23205,CHARLOTTE BAG ALPHABET  DESIGN,248.5,2623.0
United Kingdom,22812,PACK 3 BOXES CHRISTMAS PANETTONE,248.48000000000005,2624.0
Belgium,21212,PACK OF 72 RETROSPOT CAKE CASES,248.39999999999992,17.0
Netherlands,23516,EMBROIDERED RIBBON REEL SOPHIE  ,248.13,293.5
Netherlands,23519,EMBROIDERED RIBBON REEL CLAIRE,248.13,293.5
United Kingdom,20659,ECONOMY LUGGAGE TAG,248.08999999999997,2625.0
Australia,22379,RECYCLING BAG RETROSPOT ,248.0,165.0
Germany,37450,CERAMIC CAKE BOWL + HANGING CAKES,247.8,217.5
Germany,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,247.8,217.5
EIRE,82494L,WOODEN FRAME ANTIQUE WHITE ,247.79999999999995,248.0
United Kingdom,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,247.79999999999995,2626.0
Netherlands,23517,EMBROIDERED RIBBON REEL REBECCA ,247.71,295.5
Netherlands,23518,EMBROIDERED RIBBON REEL RACHEL ,247.71,295.5
United Kingdom,23015,CORDIAL GLASS JUG,247.63,2627.0
United Kingdom,22092,BLUE PAISLEY TISSUE BOX,247.55999999999983,2628.0
Germany,22729,ALARM CLOCK BAKELIKE ORANGE,247.5,219.0
Netherlands,21932,SCANDINAVIAN PAISLEY PICNIC BAG,247.5,297.0
France,23049,RECYCLED ACAPULCO MAT RED,247.5,170.0
United Kingdom,23168,CLASSIC SUGAR DISPENSER,247.32,2629.0
Italy,22847,BREAD BIN DINER STYLE IVORY,247.2,3.0
Australia,21249,WOODLAND  HEIGHT CHART STICKERS ,247.2,166.0
EIRE,22692,DOORMAT WELCOME TO OUR HOME,246.90000000000003,249.0
Germany,22897,OVEN MITT APPLES DESIGN,246.5,220.0
France,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,246.5,171.0
Germany,21658,GLASS  BEURRE DISH,245.67,221.0
United Kingdom,90175A,WHITE GLASS CHUNKY CHARM BRACELET,245.63000000000008,2630.0
United Kingdom,47367B,PAIR PADDED HANGERS PINK CHECK,245.47000000000006,2631.0
United Kingdom,85019C,CURIOUS  IMAGES NOTEBOOK SET,245.22,2632.0
United Kingdom,21190,PINK HEARTS PAPER GARLAND,245.20000000000002,2633.0
United Kingdom,79030D,TUMBLER BAROQUE,245.13000000000002,2634.0
United Kingdom,84341B,SMALL PINK MAGIC CHRISTMAS TREE,244.81999999999996,2635.0
Netherlands,22483,RED GINGHAM TEDDY BEAR ,244.79999999999998,299.0
Australia,22360,GLASS JAR ENGLISH CONFECTIONERY,244.79999999999998,167.0
Sweden,22651,GENTLEMAN SHIRT REPAIR KIT ,244.79999999999998,50.0
Netherlands,21452,TOADSTOOL MONEY BOX,244.79999999999998,299.0
Netherlands,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,244.79999999999998,299.0
Japan,85178,VICTORIAN SEWING KIT,244.79999999999998,34.0
Israel,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,244.79999999999998,2.0
United Kingdom,21666,RIDGED GLASS T-LIGHT HOLDER,244.51000000000005,2636.0
Portugal,85099B,JUMBO BAG RED RETROSPOT,244.4,11.0
United Kingdom,22202,MILK PAN PINK POLKADOT,244.35000000000008,2637.0
United Kingdom,79190B,RETRO PLASTIC POLKA TRAY,244.26000000000013,2638.0
United Kingdom,84422,PINK/BLUE DISC/MIRROR STRING,244.17000000000002,2639.0
Netherlands,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,244.08,301.5
Netherlands,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,244.08,301.5
Finland,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,244.08,8.0
Netherlands,22568,FELTCRAFT CUSHION OWL,244.07999999999998,303.0
Australia,22384,LUNCH BAG PINK POLKADOT,244.0,168.0
EIRE,15056P,EDWARDIAN PARASOL PINK,243.95,250.0
Germany,85049G,CHOCOLATE BOX RIBBONS ,243.75,222.0
France,22549,PICTURE DOMINOES,243.60000000000002,172.0
Germany,22979,PANTRY WASHING UP BRUSH,243.60000000000002,223.0
Sweden,84988,SET OF 72 PINK HEART PAPER DOILIES,243.59999999999997,51.0
United Kingdom,20616,CHERRY BLOSSOM PASSPORT COVER,243.52999999999977,2640.0
United Kingdom,22512,DOORSTOP RACING CAR DESIGN,243.45999999999998,2641.0
United Kingdom,21555,CERAMIC STRAWBERRY TRINKET TRAY,243.37000000000012,2642.0
EIRE,21136,PAINTED METAL PEARS ASSORTED,243.36,251.0
EIRE,84849D,HOT BATHS SOAP HOLDER,243.35999999999999,252.0
United Kingdom,22287,DECORATION WOBBLY CHICKEN,243.18,2643.0
EIRE,48188,DOORMAT WELCOME PUPPIES,243.00000000000003,253.0
United Kingdom,84849A,HELLO SAILOR BLUE SOAP HOLDER,242.9399999999999,2644.0
EIRE,21171,BATHROOM METAL SIGN ,242.9,254.0
EIRE,21232,STRAWBERRY CERAMIC TRINKET BOX,242.64,255.0
France,22617,BAKING SET SPACEBOY DESIGN,242.54999999999993,173.0
Germany,22378,WALL TIDY RETROSPOT ,242.5,224.0
United Kingdom,21324,HANGING MEDINA LANTERN SMALL,241.97000000000003,2645.0
United Kingdom,84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,241.97,2646.0
Australia,23235,STORAGE TIN VINTAGE LEAF,241.93,169.0
Netherlands,23236,DOILEY STORAGE TIN,241.93,304.0
Sweden,22530,MAGIC DRAWING SLATE DOLLY GIRL ,241.92000000000002,52.5
Sweden,22536,MAGIC DRAWING SLATE PURDEY,241.92000000000002,52.5
Germany,21452,TOADSTOOL MONEY BOX,241.90000000000003,225.0
United Kingdom,16218,CARTOON  PENCIL SHARPENERS,241.71000000000015,2647.0
France,22959,WRAP CHRISTMAS VILLAGE,241.5,174.0
United Kingdom,78124,MAGAZINE RACK GEBRA ASSORTED ,241.25,2648.0
United Kingdom,47469,ASSORTED SHAPES PHOTO CLIP SILVER ,241.21000000000006,2649.0
Germany,23389,SPACEBOY MINI BACKPACK,240.69999999999996,226.0
Finland,23078,ICE CREAM PEN LIP GLOSS ,240.0,9.0
Germany,22725,ALARM CLOCK BAKELIKE CHOCOLATE,240.0,228.0
France,23078,ICE CREAM PEN LIP GLOSS ,240.0,175.5
EIRE,21289,LARGE STRIPES CHOCOLATE GIFT BAG,240.0,256.0
France,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,240.0,175.5
Germany,23290,SPACEBOY CHILDRENS BOWL,240.0,228.0
Germany,23292,SPACEBOY CHILDRENS CUP,240.0,228.0
Australia,21537,RED RETROSPOT PUDDING BOWL,240.0,170.0
United Kingdom,23519,EMBROIDERED RIBBON REEL CLAIRE,239.8,2650.0
EIRE,23210,WHITE ROCKING HORSE HAND PAINTED,239.76,257.0
United Kingdom,23141,TRIPLE WIRE HOOK PINK HEART,239.70999999999992,2651.0
Australia,23244,ROUND STORAGE TIN VINTAGE LEAF,239.54999999999995,171.0
Germany,21671,RED SPOT CERAMIC DRAWER KNOB,239.40000000000003,230.0
France,22747,POPPY'S PLAYHOUSE BATHROOM,239.4,177.0
United Kingdom,21028,NINJA RABBIT BLACK,239.2400000000001,2652.0
Australia,22846,BREAD BIN DINER STYLE RED ,239.2,172.0
Netherlands,22849,BREAD BIN DINER STYLE MINT,239.2,305.0
Australia,23189,SET OF 12 FORK CANDLES,239.04000000000002,173.5
Australia,23518,EMBROIDERED RIBBON REEL RACHEL ,239.04000000000002,173.5
Netherlands,22622,BOX OF VINTAGE ALPHABET BLOCKS,238.79999999999998,306.0
Germany,84406B,CREAM CUPID HEARTS COAT HANGER,238.4,231.0
United Kingdom,22547,MINI JIGSAW DINOSAUR ,238.3900000000002,2653.0
France,22356,CHARLOTTE BAG PINK POLKADOT,238.0,178.0
France,22628,PICNIC BOXES SET OF 3 RETROSPOT ,237.60000000000005,179.0
France,21207,SKULL AND CROSSBONES  GARLAND ,237.60000000000002,180.0
Norway,21731,RED TOADSTOOL LED NIGHT LIGHT,237.60000000000002,21.0
Netherlands,21918,SET 12 KIDS COLOUR  CHALK STICKS,237.60000000000002,307.0
Australia,23360,SET 8 CANDLES VINTAGE DOILY,237.6,175.0
Netherlands,22991,GIRAFFE WOODEN RULER,237.6,308.0
EIRE,23207,LUNCH BAG ALPHABET DESIGN,237.6,258.0
EIRE,22556,PLASTERS IN TIN CIRCUS PARADE ,237.59999999999997,259.0
Netherlands,22466,FAIRY TALE COTTAGE NIGHTLIGHT,237.59999999999997,309.0
United Kingdom,35915B,BLUE KNITTED HEN ,237.41999999999996,2654.0
Norway,22179,SET 10 NIGHT OWL LIGHTS,237.3,22.0
Netherlands,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,236.88,311.0
Australia,23516,EMBROIDERED RIBBON REEL SOPHIE  ,236.88,176.5
Australia,23519,EMBROIDERED RIBBON REEL CLAIRE,236.88,176.5
United Kingdom,21815,STAR  T-LIGHT HOLDER ,236.88,2655.0
Netherlands,23520,EMBROIDERED RIBBON REEL RUBY ,236.88,311.0
Netherlands,23469,CARD HOLDER LOVE BIRD SMALL,236.88,311.0
Australia,21086,SET/6 RED SPOTTY PAPER CUPS,236.76000000000002,178.0
United Kingdom,23430,BLUE RETRO KITCHEN WALL CLOCK,236.68000000000004,2656.0
EIRE,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,236.63999999999993,260.0
Germany,21244,BLUE POLKADOT PLATE ,236.60000000000002,232.0
United Kingdom,21458,2 PICTURE BOOK EGGS EASTER BUNNY,236.54000000000005,2657.0
United Kingdom,23149,ANTIQUE IVORY WIRE BOWL SMALL,236.51,2658.0
United Kingdom,20755,BLUE PAISLEY POCKET BOOK,236.31999999999996,2659.0
United Kingdom,85230G,ORANGE VOTIVE CANDLE,236.16000000000003,2660.0
Sweden,22721,SET OF 3 CAKE TINS SKETCHBOOK,235.65,54.0
Hong Kong,22139,RETROSPOT TEA SET CERAMIC 11 PC ,235.65,6.0
United Kingdom,22391,PAPERWEIGHT HOME SWEET HOME,235.44000000000005,2661.0
United Kingdom,71101E,STANDING FAIRY POLE SUPPORT ,235.43999999999997,2662.0
EIRE,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,235.20000000000007,261.0
Netherlands,22334,DINOSAUR PARTY BAG + STICKER SET,235.2,313.0
United Kingdom,20775,DAISY NOTEBOOK ,235.1899999999998,2663.0
Netherlands,35970,ZINC FOLKART SLEIGH BELLS,234.84,314.0
United Kingdom,84915,HAND TOWEL PINK FLOWER AND DAISY,234.82999999999998,2664.0
United Kingdom,72131,COLUMBIAN CANDLE RECTANGLE,234.45,2665.0
EIRE,48184,DOORMAT ENGLISH ROSE ,234.3,262.0
Australia,22692,DOORMAT WELCOME TO OUR HOME,234.3,179.0
United Kingdom,35967,FOLK ART METAL STAR T-LIGHT HOLDER,234.09000000000006,2666.0
France,21987,PACK OF 6 SKULL PAPER CUPS,234.00000000000006,181.0
Belgium,22631,CIRCUS PARADE LUNCH BOX ,234.00000000000003,18.0
France,22434,BALLOON PUMP WITH 10 BALLOONS,233.99999999999997,182.0
Netherlands,22654,DELUXE SEWING KIT ,233.7,315.0
United Kingdom,23036,T-LIGHT HOLDER SILVER PETIT FOUR ,233.67,2667.0
United Kingdom,22346,PARTY PIZZA DISH GREEN POLKADOT,233.57999999999987,2668.0
EIRE,22675,FRENCH KITCHEN SIGN BLUE METAL,233.52,263.0
United Kingdom,21818,GLITTER CHRISTMAS HEART ,233.51999999999995,2669.0
Channel Islands,85066,CREAM SWEETHEART MINI CHEST,233.39999999999998,12.0
Belgium,23480,MINI LIGHTS WOODLAND MUSHROOMS,232.92000000000002,19.0
Sweden,84991,60 TEATIME FAIRY CAKE CASES,232.8,55.0
EIRE,22548,HEADS AND TAILS SPORTING FUN,232.64,264.0
United Kingdom,22954,HEN PARTY CORDON BARRIER TAPE,232.62999999999997,2670.0
United Kingdom,90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,232.56000000000006,2671.0
United Kingdom,22164,STRING OF STARS CARD HOLDER,232.52,2672.0
EIRE,23229,VINTAGE DONKEY TAIL GAME ,232.5,265.0
Sweden,23295,SET OF 12 MINI LOAF BAKING CASES,232.39999999999998,56.0
United Kingdom,85099f,JUMBO BAG STRAWBERRY,232.06000000000003,2673.0
EIRE,22151,PLACE SETTING WHITE HEART,231.84000000000003,266.0
United Kingdom,21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,231.83000000000007,2674.0
Netherlands,22929,SCHOOL DESK AND CHAIR ,231.8,316.0
United Kingdom,20794,BLUE  TILE HOOK,231.79000000000002,2675.0
United Kingdom,23495,SET OF 3 PANTRY WOODEN SPOONS,231.65999999999997,2676.0
Netherlands,23294,SET OF 6 SNACK LOAF BAKING CASES,231.63,317.0
Bahrain,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,231.24,1.0
Belgium,20725,LUNCH BAG RED RETROSPOT,231.0,20.0
Netherlands,22652,TRAVEL SEWING KIT,231.0,318.0
France,23052,RECYCLED ACAPULCO MAT TURQUOISE,231.0,183.0
United Kingdom,16012,FOOD/DRINK SPONGE STICKERS,230.99999999999991,2677.0
United Kingdom,22869,NUMBER TILE COTTAGE GARDEN 1,230.53999999999982,2678.0
Netherlands,21684,SMALL MEDINA STAMPED METAL BOWL ,230.4,319.0
EIRE,17084R,ASSORTED INCENSE PACK,230.4,267.0
Germany,22846,BREAD BIN DINER STYLE RED ,230.25,233.0
Germany,21564,PINK  HEART SHAPE LOVE BUCKET ,230.10000000000002,234.0
EIRE,22312,OFFICE MUG WARMER POLKADOT,230.09999999999997,268.0
Switzerland,22558,CLOTHES PEGS RETROSPOT PACK 24 ,229.98,31.0
EIRE,23112,PARISIENNE CURIO CABINET,229.8,269.0
Israel,23240,SET OF 4 KNICK KNACK TINS DOILEY ,229.8,3.0
United Kingdom,90206C,CRYSTAL DIAMANTE STAR BROOCH,229.67999999999992,2679.0
France,22301,COFFEE MUG CAT + BIRD DESIGN,229.50000000000006,184.0
Netherlands,21578,WOODLAND DESIGN  COTTON TOTE BAG,229.5,320.0
United Kingdom,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,229.46999999999994,2680.0
Germany,22652,TRAVEL SEWING KIT,229.35,235.0
United Kingdom,72800D,4 BLUE DINNER CANDLES SILVER FLOCK,229.22000000000003,2681.0
United Kingdom,16216,LETTER SHAPE PENCIL SHARPENER,229.2000000000002,2682.0
Australia,20676,RED RETROSPOT BOWL,228.96000000000004,181.0
Australia,20677,PINK POLKADOT BOWL,228.96000000000004,181.0
Australia,20675,BLUE POLKADOT BOWL,228.96000000000004,181.0
Netherlands,84836,ZINC METAL HEART DECORATION,228.96,321.0
Australia,23170,REGENCY TEA PLATE ROSES ,228.59999999999997,183.0
Sweden,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,228.48,57.0
Switzerland,23254,CHILDRENS CUTLERY DOLLY GIRL ,228.25000000000003,32.0
United Kingdom,85232A,SET/3 POLKADOT STACKING TINS,228.14999999999995,2683.0
EIRE,22632,HAND WARMER RED RETROSPOT,228.0,270.5
Germany,22632,HAND WARMER RED RETROSPOT,228.0,236.0
EIRE,22866,HAND WARMER SCOTTY DOG DESIGN,228.0,270.5
United Kingdom,90010E,AMBER GLASS/SILVER BRACELET,227.89000000000007,2684.0
United Kingdom,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,227.78999999999996,2685.0
Netherlands,21238,RED RETROSPOT CUP,227.76000000000002,322.0
United Kingdom,21157,RED RETROSPOT WASHBAG,227.59999999999988,2686.0
Japan,20725,LUNCH BAG RED RETROSPOT,227.5,35.0
Germany,20973,12 PENCIL SMALL TUBE WOODLAND,227.49999999999997,237.0
Germany,22837,HOT WATER BOTTLE BABUSHKA ,227.39999999999998,238.0
Netherlands,22303,COFFEE MUG APPLES DESIGN,226.8,323.0
Germany,84375,SET OF 20 KIDS COOKIE CUTTERS,226.8,239.0
United Kingdom,22870,NUMBER TILE COTTAGE GARDEN 2,226.63999999999984,2687.0
Spain,21754,HOME BUILDING BLOCK WORD,226.45,33.0
France,21210,SET OF 72 RETROSPOT PAPER  DOILIES,226.20000000000005,185.0
Switzerland,85099B,JUMBO BAG RED RETROSPOT,226.2,33.0
Netherlands,22627,MINT KITCHEN SCALES,226.10000000000002,324.0
Switzerland,22555,PLASTERS IN TIN STRONGMAN,226.05,34.0
Japan,22858,EASTER TIN KEEPSAKE,225.89999999999998,36.0
United Kingdom,23194,GYMKHANNA TREASURE BOOK BOX,225.83999999999997,2688.0
United Kingdom,85014a,BLACK/BLUE POLKADOT UMBRELLA,225.32000000000008,2689.0
EIRE,23118,PARISIENNE JEWELLERY DRAWER ,225.0,272.5
Germany,23077,DOUGHNUT LIP GLOSS ,225.0,240.0
EIRE,23083,SET 6 PAPER TABLE LANTERN STARS ,225.0,272.5
United Kingdom,22632,HAND WARMER RED POLKA DOT,224.99999999999994,2690.0
Germany,22418,10 COLOUR SPACEBOY PEN,224.40000000000003,241.0
Germany,21670,BLUE SPOT CERAMIC DRAWER KNOB,224.4,242.5
Germany,22745,POPPY'S PLAYHOUSE BEDROOM ,224.4,242.5
France,21989,PACK OF 20 SKULL PAPER NAPKINS,224.39999999999998,186.0
Switzerland,21680,WOODLAND  STICKERS,224.39999999999998,35.0
United Kingdom,90158,ST TROPEZ NECKLACE,224.12,2691.0
Australia,23154,SET OF 4 JAM JAR MAGNETS,224.08,184.0
EIRE,37449,CERAMIC CAKE STAND + HANGING CAKES,223.9,274.0
Norway,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",223.8,23.5
Norway,22468,BABUSHKA LIGHTS STRING OF 10,223.8,23.5
Germany,22966,GINGERBREAD MAN COOKIE CUTTER,223.75,244.0
Germany,21929,JUMBO BAG PINK VINTAGE PAISLEY,223.60000000000002,245.0
Belgium,85099B,JUMBO BAG RED RETROSPOT,223.60000000000002,21.0
Netherlands,47599A,PINK PARTY BAGS,223.6,325.0
EIRE,22674,FRENCH TOILET SIGN BLUE METAL,223.52,275.0
EIRE,35970,ZINC FOLKART SLEIGH BELLS,223.08,276.0
United Kingdom,21364,PEACE SMALL WOOD LETTERS,222.96,2692.0
Italy,22139,RETROSPOT TEA SET CERAMIC 11 PC ,222.75,4.0
France,22972,CHILDREN'S SPACEBOY MUG,222.75,187.0
Denmark,22631,CIRCUS PARADE LUNCH BOX ,222.6,23.0
United Kingdom,22545,MINI JIGSAW BUNNIES,222.55,2693.0
United Kingdom,23003,TRAVEL CARD WALLET VINTAGE ROSE ,222.42000000000002,2694.0
United Kingdom,84926D,LA PALMIERA TILE COASTER,222.29000000000005,2695.0
United Kingdom,22409,MONEY BOX BISCUITS DESIGN,222.21999999999997,2696.0
Netherlands,23159,SET OF 5 PANCAKE DAY MAGNETS,222.0,326.0
Australia,22078,RIBBON REEL LACE DESIGN ,222.0,185.0
France,22605,WOODEN CROQUET GARDEN SET,221.6,188.0
Germany,22776,SWEETHEART 3 TIER CAKE STAND ,221.39999999999998,246.0
United Kingdom,21250,SET OF SKULL WALL STICKERS,221.26999999999995,2697.0
United Kingdom,84876D,BLUE HEART COMPACT MIRROR,221.25000000000003,2698.0
France,22750,FELTCRAFT PRINCESS LOLA DOLL,221.25,189.0
EIRE,21936,RED RETROSPOT PICNIC BAG,221.25,277.0
Norway,22624,IVORY KITCHEN SCALES,221.0,25.0
Cyprus,22335,HEART DECORATION PAINTED ZINC ,220.8,8.0
Portugal,22649,STRAWBERRY FAIRY CAKE TEAPOT,220.79999999999998,12.0
France,22907,PACK OF 20 NAPKINS PANTRY DESIGN,220.69000000000003,190.0
Portugal,37500,TEA TIME TEAPOT IN GIFT BOX,220.68,13.0
Australia,23202,JUMBO BAG VINTAGE LEAF,220.60000000000002,186.0
United Kingdom,22031,BOTANICAL LAVENDER BIRTHDAY CARD,220.55,2699.0
United Kingdom,21265,PINK GOOSE FEATHER TREE 60CM,220.41000000000005,2700.0
Germany,23010,CIRCUS PARADE BABY GIFT SET,220.35,247.0
United Kingdom,85023B,EAU DE NILE JEWELLED PHOTOFRAME,220.05000000000007,2701.0
Netherlands,22823,CHEST NATURAL WOOD 20 DRAWERS,220.0,327.0
EIRE,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,219.60000000000002,278.0
Portugal,22383,LUNCH BAG SUKI DESIGN ,219.45,14.0
Hong Kong,20749,ASSORTED COLOUR MINI CASES,219.3,7.0
Australia,21164,HOME SWEET HOME METAL SIGN ,219.0,187.0
United Kingdom,47594B,SCOTTIES DESIGN WASHBAG,218.99999999999977,2702.0
United Kingdom,21441,BLUE BIRDHOUSE DECORATION,218.92999999999995,2703.0
United Kingdom,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,218.87,2704.0
EIRE,23028,DOORKNOB CRACKED GLAZE BLUE,218.7,279.5
EIRE,23032,DOORKNOB CRACKED GLAZE IVORY,218.7,279.5
Netherlands,22254,FELT TOADSTOOL LARGE,218.52,328.0
France,23170,REGENCY TEA PLATE ROSES ,218.39999999999998,191.0
Japan,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,218.39999999999998,37.0
United Kingdom,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,218.12999999999997,2705.0
Germany,37500,TEA TIME TEAPOT IN GIFT BOX,218.00000000000003,248.0
Denmark,20713,JUMBO BAG OWLS,218.0,24.0
Belgium,23245,SET OF 3 REGENCY CAKE TINS,217.80000000000004,22.5
Belgium,22628,PICNIC BOXES SET OF 3 RETROSPOT ,217.80000000000004,22.5
Germany,22980,PANTRY SCRUBBING BRUSH,217.8,249.5
Norway,22628,PICNIC BOXES SET OF 3 RETROSPOT ,217.8,26.0
Belgium,22554,PLASTERS IN TIN WOODLAND ANIMALS,217.8,24.0
Germany,21976,PACK OF 60 MUSHROOM CAKE CASES,217.8,249.5
EIRE,23569,TRADTIONAL ALPHABET STAMP SET,217.8,281.0
Switzerland,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,217.79999999999995,36.0
United Kingdom,21316,SMALL CHUNKY GLASS ROMAN  BOWL,217.68000000000004,2706.0
Germany,22935,BAKING MOULD ROSE MILK CHOCOLATE,217.5,251.0
EIRE,22689,DOORMAT MERRY CHRISTMAS RED ,217.5,282.0
Italy,22960,JAM MAKING SET WITH JARS,217.5,5.0
Australia,21115,ROSE CARAVAN DOORSTOP,217.4,188.0
Netherlands,23347,I LOVE LONDON BEAKER,217.25,329.0
United Kingdom,21332,MOROCCAN BEATEN METAL MIRROR,217.1,2707.0
Germany,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,216.90000000000003,252.0
United Kingdom,47351B,BLUE  VOILE LAMPSHADE,216.8,2708.0
United Kingdom,47310M,"SMALL POP BOX,FUNKY MONKEY",216.47000000000003,2709.0
EIRE,23485,BOTANICAL GARDENS WALL CLOCK ,216.4,283.0
United Kingdom,22546,MINI JIGSAW PURDEY,216.3600000000002,2710.0
Netherlands,22567,20 DOLLY PEGS RETROSPOT,216.25,330.5
Netherlands,23306,SET OF 36 DOILIES PANTRY DESIGN,216.25,330.5
France,22663,JUMBO BAG DOLLY GIRL DESIGN,216.19000000000005,192.0
United Kingdom,71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",216.10999999999999,2711.0
United Kingdom,21725,SWEETIES  STICKERS,216.03999999999985,2712.0
Norway,22197,POPCORN HOLDER,216.0,27.0
Australia,23346,SPACEBOY BEAKER,216.0,189.5
Australia,23345, DOLLY GIRL BEAKER,216.0,189.5
Switzerland,23079,TOADSTOOL BEDSIDE LIGHT ,215.9,37.0
Denmark,84997D,CHILDRENS CUTLERY POLKADOT PINK,215.8,25.0
Germany,84997B,CHILDRENS CUTLERY RETROSPOT RED ,215.8,253.0
Switzerland,23388,WOODLAND MINI BACKPACK,215.8,38.0
